,file,class_id,class_name,group
259,image_00259.jpg,73,water lily,train
260,image_00260.jpg,73,water lily,test
261,image_00261.jpg,73,water lily,train
262,image_00262.jpg,73,water lily,train
263,image_00263.jpg,73,water lily,train
264,image_00264.jpg,73,water lily,train
265,image_00265.jpg,73,water lily,train
266,image_00266.jpg,73,water lily,train
267,image_00267.jpg,73,water lily,train
268,image_00268.jpg,73,water lily,train
269,image_00269.jpg,73,water lily,train
270,image_00270.jpg,73,water lily,train
271,image_00271.jpg,73,water lily,train
272,image_00272.jpg,73,water lily,train
273,image_00273.jpg,73,water lily,train
274,image_00274.jpg,73,water lily,train
275,image_00275.jpg,73,water lily,valid
276,image_00276.jpg,73,water lily,train
277,image_00277.jpg,73,water lily,test
278,image_00278.jpg,73,water lily,train
279,image_00279.jpg,73,water lily,train
280,image_00280.jpg,73,water lily,valid
281,image_00281.jpg,73,water lily,train
282,image_00282.jpg,73,water lily,test
283,image_00283.jpg,73,water lily,train
284,image_00284.jpg,73,water lily,test
285,image_00285.jpg,73,water lily,train
286,image_00286.jpg,73,water lily,train
287,image_00287.jpg,73,water lily,train
288,image_00288.jpg,73,water lily,test
289,image_00289.jpg,73,water lily,train
290,image_00290.jpg,73,water lily,train
291,image_00291.jpg,73,water lily,test
292,image_00292.jpg,73,water lily,train
293,image_00293.jpg,73,water lily,train
294,image_00294.jpg,73,water lily,test
295,image_00295.jpg,73,water lily,valid
296,image_00296.jpg,73,water lily,train
297,image_00297.jpg,73,water lily,train
298,image_00298.jpg,73,water lily,train
299,image_00299.jpg,73,water lily,train
300,image_00300.jpg,73,water lily,train
301,image_00301.jpg,73,water lily,train
302,image_00302.jpg,73,water lily,valid
303,image_00303.jpg,73,water lily,test
304,image_00304.jpg,73,water lily,train
305,image_00305.jpg,73,water lily,train
306,image_00306.jpg,73,water lily,train
307,image_00307.jpg,73,water lily,train
308,image_00308.jpg,73,water lily,train
309,image_00309.jpg,73,water lily,train
310,image_00310.jpg,73,water lily,train
311,image_00311.jpg,73,water lily,train
312,image_00312.jpg,73,water lily,train
313,image_00313.jpg,73,water lily,train
314,image_00314.jpg,73,water lily,train
315,image_00315.jpg,73,water lily,train
316,image_00316.jpg,73,water lily,train
317,image_00317.jpg,73,water lily,train
318,image_00318.jpg,73,water lily,train
319,image_00319.jpg,73,water lily,test
320,image_00320.jpg,73,water lily,test
321,image_00321.jpg,73,water lily,train
322,image_00322.jpg,73,water lily,train
323,image_00323.jpg,73,water lily,train
324,image_00324.jpg,73,water lily,test
325,image_00325.jpg,73,water lily,train
326,image_00326.jpg,73,water lily,train
327,image_00327.jpg,73,water lily,train
328,image_00328.jpg,73,water lily,train
329,image_00329.jpg,73,water lily,valid
330,image_00330.jpg,73,water lily,test
331,image_00331.jpg,73,water lily,train
332,image_00332.jpg,73,water lily,train
333,image_00333.jpg,73,water lily,train
334,image_00334.jpg,73,water lily,train
335,image_00335.jpg,73,water lily,test
336,image_00336.jpg,73,water lily,train
337,image_00337.jpg,73,water lily,test
338,image_00338.jpg,73,water lily,train
339,image_00339.jpg,73,water lily,train
340,image_00340.jpg,73,water lily,train
341,image_00341.jpg,73,water lily,train
342,image_00342.jpg,73,water lily,train
343,image_00343.jpg,73,water lily,train
344,image_00344.jpg,73,water lily,train
345,image_00345.jpg,73,water lily,test
346,image_00346.jpg,73,water lily,train
347,image_00347.jpg,73,water lily,train
348,image_00348.jpg,73,water lily,train
349,image_00349.jpg,73,water lily,test
350,image_00350.jpg,73,water lily,train
351,image_00351.jpg,73,water lily,train
352,image_00352.jpg,73,water lily,valid
353,image_00353.jpg,73,water lily,test
354,image_00354.jpg,73,water lily,valid
355,image_00355.jpg,73,water lily,train
356,image_00356.jpg,73,water lily,valid
357,image_00357.jpg,73,water lily,train
358,image_00358.jpg,73,water lily,train
359,image_00359.jpg,73,water lily,train
360,image_00360.jpg,73,water lily,train
361,image_00361.jpg,73,water lily,train
362,image_00362.jpg,73,water lily,train
363,image_00363.jpg,73,water lily,train
364,image_00364.jpg,73,water lily,train
365,image_00365.jpg,73,water lily,test
366,image_00366.jpg,73,water lily,valid
367,image_00367.jpg,73,water lily,train
368,image_00368.jpg,73,water lily,train
369,image_00369.jpg,73,water lily,test
370,image_00370.jpg,73,water lily,train
371,image_00371.jpg,73,water lily,train
372,image_00372.jpg,73,water lily,train
373,image_00373.jpg,73,water lily,train
374,image_00374.jpg,73,water lily,train
375,image_00375.jpg,73,water lily,train
376,image_00376.jpg,73,water lily,train
377,image_00377.jpg,73,water lily,train
378,image_00378.jpg,73,water lily,valid
379,image_00379.jpg,73,water lily,train
380,image_00380.jpg,73,water lily,train
381,image_00381.jpg,73,water lily,valid
382,image_00382.jpg,73,water lily,train
383,image_00383.jpg,73,water lily,train
384,image_00384.jpg,73,water lily,train
385,image_00385.jpg,73,water lily,train
386,image_00386.jpg,73,water lily,train
387,image_00387.jpg,73,water lily,test
388,image_00388.jpg,73,water lily,train
389,image_00389.jpg,73,water lily,test
390,image_00390.jpg,73,water lily,train
391,image_00391.jpg,73,water lily,train
392,image_00392.jpg,73,water lily,train
393,image_00393.jpg,73,water lily,train
394,image_00394.jpg,73,water lily,test
395,image_00395.jpg,73,water lily,train
396,image_00396.jpg,73,water lily,train
397,image_00397.jpg,73,water lily,train
398,image_00398.jpg,73,water lily,train
399,image_00399.jpg,73,water lily,train
400,image_00400.jpg,73,water lily,test
401,image_00401.jpg,73,water lily,test
402,image_00402.jpg,73,water lily,valid
403,image_00403.jpg,73,water lily,train
404,image_00404.jpg,73,water lily,train
405,image_00405.jpg,73,water lily,train
406,image_00406.jpg,73,water lily,train
407,image_00407.jpg,73,water lily,train
408,image_00408.jpg,73,water lily,train
409,image_00409.jpg,73,water lily,test
410,image_00410.jpg,73,water lily,train
411,image_00411.jpg,73,water lily,train
412,image_00412.jpg,73,water lily,train
413,image_00413.jpg,73,water lily,train
414,image_00414.jpg,73,water lily,train
415,image_00415.jpg,73,water lily,valid
416,image_00416.jpg,73,water lily,train
417,image_00417.jpg,73,water lily,train
418,image_00418.jpg,73,water lily,train
419,image_00419.jpg,73,water lily,train
420,image_00420.jpg,73,water lily,train
421,image_00421.jpg,73,water lily,valid
422,image_00422.jpg,73,water lily,train
423,image_00423.jpg,73,water lily,train
424,image_00424.jpg,73,water lily,valid
425,image_00425.jpg,73,water lily,train
426,image_00426.jpg,73,water lily,test
427,image_00427.jpg,73,water lily,train
428,image_00428.jpg,73,water lily,train
429,image_00429.jpg,73,water lily,train
430,image_00430.jpg,73,water lily,train
431,image_00431.jpg,73,water lily,train
432,image_00432.jpg,73,water lily,valid
433,image_00433.jpg,73,water lily,train
434,image_00434.jpg,73,water lily,train
435,image_00435.jpg,73,water lily,train
436,image_00436.jpg,73,water lily,valid
437,image_00437.jpg,73,water lily,train
438,image_00438.jpg,73,water lily,train
439,image_00439.jpg,73,water lily,train
440,image_00440.jpg,73,water lily,valid
441,image_00441.jpg,73,water lily,train
442,image_00442.jpg,73,water lily,valid
443,image_00443.jpg,73,water lily,train
444,image_00444.jpg,73,water lily,train
445,image_00445.jpg,73,water lily,test
446,image_00446.jpg,88,cyclamen ,train
447,image_00447.jpg,88,cyclamen ,train
448,image_00448.jpg,88,cyclamen ,train
449,image_00449.jpg,88,cyclamen ,train
450,image_00450.jpg,88,cyclamen ,train
451,image_00451.jpg,88,cyclamen ,train
452,image_00452.jpg,88,cyclamen ,train
453,image_00453.jpg,88,cyclamen ,train
454,image_00454.jpg,88,cyclamen ,train
455,image_00455.jpg,88,cyclamen ,train
456,image_00456.jpg,88,cyclamen ,train
457,image_00457.jpg,88,cyclamen ,test
458,image_00458.jpg,88,cyclamen ,train
459,image_00459.jpg,88,cyclamen ,valid
460,image_00460.jpg,88,cyclamen ,train
461,image_00461.jpg,88,cyclamen ,valid
462,image_00462.jpg,88,cyclamen ,train
463,image_00463.jpg,88,cyclamen ,train
464,image_00464.jpg,88,cyclamen ,train
465,image_00465.jpg,88,cyclamen ,train
466,image_00466.jpg,88,cyclamen ,train
467,image_00467.jpg,88,cyclamen ,test
468,image_00468.jpg,88,cyclamen ,train
469,image_00469.jpg,88,cyclamen ,train
470,image_00470.jpg,88,cyclamen ,train
471,image_00471.jpg,88,cyclamen ,train
472,image_00472.jpg,88,cyclamen ,train
473,image_00473.jpg,88,cyclamen ,train
474,image_00474.jpg,88,cyclamen ,test
475,image_00475.jpg,88,cyclamen ,train
476,image_00476.jpg,88,cyclamen ,train
477,image_00477.jpg,88,cyclamen ,test
478,image_00478.jpg,88,cyclamen ,train
479,image_00479.jpg,88,cyclamen ,train
480,image_00480.jpg,88,cyclamen ,train
481,image_00481.jpg,88,cyclamen ,train
482,image_00482.jpg,88,cyclamen ,test
483,image_00483.jpg,88,cyclamen ,train
484,image_00484.jpg,88,cyclamen ,train
485,image_00485.jpg,88,cyclamen ,train
486,image_00486.jpg,88,cyclamen ,train
487,image_00487.jpg,88,cyclamen ,train
488,image_00488.jpg,88,cyclamen ,train
489,image_00489.jpg,88,cyclamen ,valid
490,image_00490.jpg,88,cyclamen ,train
491,image_00491.jpg,88,cyclamen ,train
492,image_00492.jpg,88,cyclamen ,train
493,image_00493.jpg,88,cyclamen ,train
494,image_00494.jpg,88,cyclamen ,train
495,image_00495.jpg,88,cyclamen ,train
496,image_00496.jpg,88,cyclamen ,train
497,image_00497.jpg,88,cyclamen ,train
498,image_00498.jpg,88,cyclamen ,train
499,image_00499.jpg,88,cyclamen ,train
500,image_00500.jpg,88,cyclamen ,train
501,image_00501.jpg,88,cyclamen ,train
502,image_00502.jpg,88,cyclamen ,valid
503,image_00503.jpg,88,cyclamen ,train
504,image_00504.jpg,88,cyclamen ,train
505,image_00505.jpg,88,cyclamen ,train
506,image_00506.jpg,88,cyclamen ,train
507,image_00507.jpg,88,cyclamen ,train
508,image_00508.jpg,88,cyclamen ,valid
509,image_00509.jpg,88,cyclamen ,valid
510,image_00510.jpg,88,cyclamen ,train
511,image_00511.jpg,88,cyclamen ,train
512,image_00512.jpg,88,cyclamen ,valid
513,image_00513.jpg,88,cyclamen ,train
514,image_00514.jpg,88,cyclamen ,train
515,image_00515.jpg,88,cyclamen ,train
516,image_00516.jpg,88,cyclamen ,valid
517,image_00517.jpg,88,cyclamen ,train
518,image_00518.jpg,88,cyclamen ,valid
519,image_00519.jpg,88,cyclamen ,train
520,image_00520.jpg,88,cyclamen ,test
521,image_00521.jpg,88,cyclamen ,train
522,image_00522.jpg,88,cyclamen ,train
523,image_00523.jpg,88,cyclamen ,train
524,image_00524.jpg,88,cyclamen ,train
525,image_00525.jpg,88,cyclamen ,train
526,image_00526.jpg,88,cyclamen ,test
527,image_00527.jpg,88,cyclamen ,train
528,image_00528.jpg,88,cyclamen ,train
529,image_00529.jpg,88,cyclamen ,train
530,image_00530.jpg,88,cyclamen ,train
531,image_00531.jpg,88,cyclamen ,valid
532,image_00532.jpg,88,cyclamen ,train
533,image_00533.jpg,88,cyclamen ,valid
534,image_00534.jpg,88,cyclamen ,train
535,image_00535.jpg,88,cyclamen ,train
536,image_00536.jpg,88,cyclamen ,train
537,image_00537.jpg,88,cyclamen ,train
538,image_00538.jpg,88,cyclamen ,train
539,image_00539.jpg,88,cyclamen ,valid
540,image_00540.jpg,88,cyclamen ,test
541,image_00541.jpg,88,cyclamen ,train
542,image_00542.jpg,88,cyclamen ,valid
543,image_00543.jpg,88,cyclamen ,train
544,image_00544.jpg,88,cyclamen ,valid
545,image_00545.jpg,88,cyclamen ,valid
546,image_00546.jpg,88,cyclamen ,valid
547,image_00547.jpg,88,cyclamen ,valid
548,image_00548.jpg,88,cyclamen ,train
549,image_00549.jpg,88,cyclamen ,train
550,image_00550.jpg,88,cyclamen ,train
551,image_00551.jpg,88,cyclamen ,test
552,image_00552.jpg,88,cyclamen ,train
553,image_00553.jpg,88,cyclamen ,train
554,image_00554.jpg,88,cyclamen ,valid
555,image_00555.jpg,88,cyclamen ,train
556,image_00556.jpg,88,cyclamen ,valid
557,image_00557.jpg,88,cyclamen ,train
558,image_00558.jpg,88,cyclamen ,train
559,image_00559.jpg,88,cyclamen ,train
560,image_00560.jpg,88,cyclamen ,train
561,image_00561.jpg,88,cyclamen ,train
562,image_00562.jpg,88,cyclamen ,train
563,image_00563.jpg,88,cyclamen ,test
564,image_00564.jpg,88,cyclamen ,train
565,image_00565.jpg,88,cyclamen ,train
566,image_00566.jpg,88,cyclamen ,train
567,image_00567.jpg,88,cyclamen ,train
568,image_00568.jpg,88,cyclamen ,train
569,image_00569.jpg,88,cyclamen ,train
570,image_00570.jpg,88,cyclamen ,train
571,image_00571.jpg,88,cyclamen ,train
572,image_00572.jpg,88,cyclamen ,train
573,image_00573.jpg,88,cyclamen ,train
574,image_00574.jpg,88,cyclamen ,valid
575,image_00575.jpg,88,cyclamen ,train
576,image_00576.jpg,88,cyclamen ,train
577,image_00577.jpg,88,cyclamen ,valid
578,image_00578.jpg,88,cyclamen ,train
579,image_00579.jpg,88,cyclamen ,train
580,image_00580.jpg,88,cyclamen ,train
581,image_00581.jpg,88,cyclamen ,train
582,image_00582.jpg,88,cyclamen ,test
583,image_00583.jpg,88,cyclamen ,train
584,image_00584.jpg,88,cyclamen ,test
585,image_00585.jpg,88,cyclamen ,valid
586,image_00586.jpg,88,cyclamen ,train
587,image_00587.jpg,88,cyclamen ,train
588,image_00588.jpg,88,cyclamen ,train
589,image_00589.jpg,88,cyclamen ,train
590,image_00590.jpg,88,cyclamen ,train
591,image_00591.jpg,88,cyclamen ,train
592,image_00592.jpg,88,cyclamen ,train
593,image_00593.jpg,88,cyclamen ,valid
594,image_00594.jpg,88,cyclamen ,test
595,image_00595.jpg,88,cyclamen ,valid
596,image_00596.jpg,88,cyclamen ,train
597,image_00597.jpg,88,cyclamen ,valid
598,image_00598.jpg,89,watercress,train
599,image_00599.jpg,89,watercress,train
600,image_00600.jpg,89,watercress,train
601,image_00601.jpg,89,watercress,train
602,image_00602.jpg,89,watercress,train
603,image_00603.jpg,89,watercress,train
604,image_00604.jpg,89,watercress,train
605,image_00605.jpg,89,watercress,train
606,image_00606.jpg,89,watercress,train
607,image_00607.jpg,89,watercress,train
608,image_00608.jpg,89,watercress,train
609,image_00609.jpg,89,watercress,train
610,image_00610.jpg,89,watercress,test
611,image_00611.jpg,89,watercress,train
612,image_00612.jpg,89,watercress,train
613,image_00613.jpg,89,watercress,train
614,image_00614.jpg,89,watercress,train
615,image_00615.jpg,89,watercress,train
616,image_00616.jpg,89,watercress,train
617,image_00617.jpg,89,watercress,test
618,image_00618.jpg,89,watercress,train
619,image_00619.jpg,89,watercress,train
620,image_00620.jpg,89,watercress,train
621,image_00621.jpg,89,watercress,train
622,image_00622.jpg,89,watercress,train
623,image_00623.jpg,89,watercress,valid
624,image_00624.jpg,89,watercress,valid
625,image_00625.jpg,89,watercress,train
626,image_00626.jpg,89,watercress,train
627,image_00627.jpg,89,watercress,valid
628,image_00628.jpg,89,watercress,train
629,image_00629.jpg,89,watercress,train
630,image_00630.jpg,89,watercress,train
631,image_00631.jpg,89,watercress,train
632,image_00632.jpg,89,watercress,train
633,image_00633.jpg,89,watercress,train
634,image_00634.jpg,89,watercress,test
635,image_00635.jpg,89,watercress,train
636,image_00636.jpg,89,watercress,train
637,image_00637.jpg,89,watercress,train
638,image_00638.jpg,89,watercress,train
639,image_00639.jpg,89,watercress,train
640,image_00640.jpg,89,watercress,valid
641,image_00641.jpg,89,watercress,train
642,image_00642.jpg,89,watercress,train
643,image_00643.jpg,89,watercress,train
644,image_00644.jpg,89,watercress,train
645,image_00645.jpg,89,watercress,test
646,image_00646.jpg,89,watercress,train
647,image_00647.jpg,89,watercress,train
648,image_00648.jpg,89,watercress,train
649,image_00649.jpg,89,watercress,train
650,image_00650.jpg,89,watercress,train
651,image_00651.jpg,89,watercress,train
652,image_00652.jpg,89,watercress,valid
653,image_00653.jpg,89,watercress,train
654,image_00654.jpg,89,watercress,test
655,image_00655.jpg,89,watercress,train
656,image_00656.jpg,89,watercress,train
657,image_00657.jpg,89,watercress,train
658,image_00658.jpg,89,watercress,train
659,image_00659.jpg,89,watercress,train
660,image_00660.jpg,89,watercress,train
661,image_00661.jpg,89,watercress,train
662,image_00662.jpg,89,watercress,train
663,image_00663.jpg,89,watercress,train
664,image_00664.jpg,89,watercress,train
665,image_00665.jpg,89,watercress,train
666,image_00666.jpg,89,watercress,train
667,image_00667.jpg,89,watercress,train
668,image_00668.jpg,89,watercress,train
669,image_00669.jpg,89,watercress,train
670,image_00670.jpg,89,watercress,train
671,image_00671.jpg,89,watercress,train
672,image_00672.jpg,89,watercress,train
673,image_00673.jpg,89,watercress,train
674,image_00674.jpg,89,watercress,train
675,image_00675.jpg,89,watercress,train
676,image_00676.jpg,89,watercress,test
677,image_00677.jpg,89,watercress,train
678,image_00678.jpg,89,watercress,train
679,image_00679.jpg,89,watercress,train
680,image_00680.jpg,89,watercress,train
681,image_00681.jpg,89,watercress,train
682,image_00682.jpg,89,watercress,train
683,image_00683.jpg,89,watercress,train
684,image_00684.jpg,89,watercress,train
685,image_00685.jpg,89,watercress,train
686,image_00686.jpg,89,watercress,train
687,image_00687.jpg,89,watercress,train
688,image_00688.jpg,89,watercress,train
689,image_00689.jpg,89,watercress,train
690,image_00690.jpg,89,watercress,train
691,image_00691.jpg,89,watercress,valid
692,image_00692.jpg,89,watercress,valid
693,image_00693.jpg,89,watercress,train
694,image_00694.jpg,89,watercress,train
